40.73978,-74.17521
40.73986,-74.17515
40.73985,-74.17517
40.73986,-74.17518
40.73986,-74.17520
40.73985,-74.17520
40.73984,-74.17522
40.73986,-74.17519
40.73985,-74.17517
40.73982,-74.17511
40.73985,-74.17495
40.73986,-74.17482
40.73982,-74.17474
40.73980,-74.17465
40.73978,-74.17456
40.73974,-74.17451
40.73971,-74.17443
40.73967,-74.17436
40.73963,-74.17425
40.73961,-74.17415
40.73958,-74.17407
40.73955,-74.17396
40.73951,-74.17386
40.73948,-74.17376
40.73945,-74.17368
40.73944,-74.17362
40.73943,-74.17356
40.73942,-74.17351
40.73942,-74.17349
40.73941,-74.17348
40.73938,-74.17351
40.73936,-74.17348
40.73938,-74.17340
40.73934,-74.17339
40.73939,-74.17330
40.73944,-74.17323
40.73949,-74.17321
40.73957,-74.17316
40.73964,-74.17311
40.73973,-74.17307
40.73982,-74.17301
40.73991,-74.17297
40.74001,-74.17290
40.74011,-74.17285
40.74019,-74.17281
40.74024,-74.17276
40.74028,-74.17275
40.74031,-74.17273
40.74036,-74.17269
40.74039,-74.17265
40.74044,-74.17262
40.74049,-74.17258
40.74055,-74.17256
40.74063,-74.17256
40.74066,-74.17254
40.74072,-74.17250
40.74080,-74.17243
40.74085,-74.17240
40.74092,-74.17237
40.74098,-74.17235
40.74105,-74.17228
40.74111,-74.17226
40.74119,-74.17219
40.74126,-74.17215
40.74137,-74.17209
40.74144,-74.17206
40.74150,-74.17203
40.74161,-74.17199
40.74168,-74.17195
40.74177,-74.17189
40.74184,-74.17181
40.74193,-74.17174
40.74205,-74.17165
40.74212,-74.17157
40.74218,-74.17152
40.74226,-74.17148
40.74234,-74.17141
40.74242,-74.17138
40.74251,-74.17133
40.74260,-74.17128
40.74266,-74.17122
40.74277,-74.17116
40.74284,-74.17110
40.74293,-74.17107
40.74305,-74.17100
40.74314,-74.17095
40.74324,-74.17089
40.74334,-74.17083
40.74342,-74.17076
40.74351,-74.17069
40.74359,-74.17065
40.74370,-74.17059
40.74377,-74.17054
40.74386,-74.17048
40.74394,-74.17042
40.74403,-74.17038
40.74410,-74.17030
40.74417,-74.17022
40.74424,-74.17018
40.74426,-74.17015
40.74434,-74.17004
40.74437,-74.16998
40.74442,-74.16991
40.74444,-74.16983
40.74447,-74.16977
40.74452,-74.16971
40.74452,-74.16964
40.74456,-74.16958
40.74462,-74.16948
40.74468,-74.16946
40.74470,-74.16944
40.74464,-74.16959
40.74457,-74.16958
40.74457,-74.16957
40.74460,-74.16944
40.74457,-74.16955
40.74456,-74.16946
40.74440,-74.16945
40.74438,-74.16943
40.74435,-74.16939
40.74431,-74.16940
40.74429,-74.16934
40.74429,-74.16928
40.74430,-74.16927
40.74428,-74.16928
40.74427,-74.16932
40.74425,-74.16937
40.74427,-74.16941
40.74445,-74.16956
40.74450,-74.16958
40.74457,-74.16969
40.74461,-74.16971
40.74465,-74.16971
40.74467,-74.16971
40.74470,-74.16970
40.74471,-74.16971
40.74471,-74.16972
40.74475,-74.16971
40.74476,-74.16970
40.74478,-74.16968
40.74478,-74.16969
40.74495,-74.16926
40.74490,-74.16914
40.74489,-74.16913
40.74483,-74.16905
40.74484,-74.16899
40.74490,-74.16900
40.74463,-74.16944
40.74463,-74.16947
40.74462,-74.16947
40.74460,-74.16946
40.74459,-74.16944
40.74472,-74.16910
40.74469,-74.16907
40.74468,-74.16904
40.74469,-74.16899
40.74468,-74.16894
40.74466,-74.16888
40.74465,-74.16879
40.74463,-74.16861
40.74460,-74.16861
40.74456,-74.16866
40.74457,-74.16863
40.74458,-74.16867
40.74459,-74.16868
40.74458,-74.16868
40.74458,-74.16866
40.74459,-74.16864
40.74459,-74.16864
40.74461,-74.16861
40.74460,-74.16861
40.74461,-74.16861
40.74462,-74.16861
40.74462,-74.16861
40.74462,-74.16862
40.74462,-74.16863
40.74461,-74.16864
40.74460,-74.16866
40.74460,-74.16868
40.74460,-74.16870
40.74461,-74.16871
40.74463,-74.16871
40.74464,-74.16871
40.74464,-74.16870
40.74463,-74.16870
40.74463,-74.16869
40.74463,-74.16870
40.74462,-74.16871
40.74462,-74.16871
40.74462,-74.16871
40.74463,-74.16870
40.74463,-74.16870
40.74463,-74.16870
40.74463,-74.16869
40.74464,-74.16868
40.74466,-74.16860
40.74467,-74.16853
40.74472,-74.16826
40.74477,-74.16812
40.74478,-74.16803
40.74479,-74.16794
40.74480,-74.16788
40.74479,-74.16790
40.74479,-74.16781
40.74479,-74.16780
40.74478,-74.16778
40.74479,-74.16773
40.74479,-74.16772
40.74482,-74.16770
40.74482,-74.16769
40.74483,-74.16769
40.74483,-74.16768
40.74484,-74.16767
40.74484,-74.16767
40.74484,-74.16767
40.74484,-74.16766
40.74485,-74.16765
40.74485,-74.16764
40.74485,-74.16764
40.74485,-74.16763
40.74485,-74.16763
40.74485,-74.16763
40.74486,-74.16763
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
40.74486,-74.16764
